RA	DEC	MAG
201.41703425	15.56406652	6.99
201.45999506	-70.62725069	5.66
201.49188271	-35.07582409	6.93
201.50153032	63.26073879	6.64
201.52602659	-16.85862048	6.73
201.53182918	-39.75496493	5.30
201.53343022	72.39149824	5.92
201.53396914	-32.54727080	6.93
201.54783683	-1.19248368	6.03
201.56907049	46.02810370	6.04
201.56970553	-48.78654334	6.71
201.68018558	-12.70761258	5.39
201.73384964	-41.49756484	5.83
201.73841524	78.64379561	5.89
201.76959752	64.73544104	6.72
201.77666572	-49.14369544	6.32
201.81114289	-40.16269074	6.56
201.82739654	-74.69172237	6.61
201.83608555	-49.38128450	6.23
201.86349201	-15.97363075	4.93
201.99886524	52.74564261	6.41
202.00784601	-26.40222506	6.60
202.10812668	13.78018777	5.10
202.10930095	40.72978568	6.64
202.11324210	59.94570301	5.47
202.19081880	50.71875065	6.52
202.19510174	-69.62711260	6.18
202.22886911	-62.10227434	6.76
202.28326682	-64.67577724	6.14
202.30431766	10.81839609	5.82
202.31225262	-1.36428430	6.59
202.31699348	-45.53776432	6.60
202.35523124	-51.16511504	5.07
202.40076249	-47.87578396	6.97
202.42841193	-23.28135784	5.48
202.44634394	1.09559331	6.67
202.49020371	6.01338823	6.67
202.50032849	7.17884139	6.32
202.60542365	-58.66433368	6.92
202.60707597	-6.47029456	6.18
202.76111861	-39.40727983	4.06
202.81600806	42.10608614	6.24
202.84372999	-42.46470670	6.73
202.88841442	-28.11274555	6.51
202.88923805	-61.58236000	6.81
202.99095111	-65.32181831	6.69
202.99144179	-6.25571065	4.76
203.01194311	-18.72883645	6.07
203.02245004	-38.39875387	6.31
203.04532199	-79.66075679	6.84
203.09164662	36.81822120	6.97
203.14383052	-29.56528224	6.55
203.14984195	-28.69271440	5.72
203.20071797	24.34720981	6.25
203.21257459	34.90716691	6.85
203.21536872	-15.36301232	5.69
203.24204653	-10.16490767	5.37
203.28823140	5.85301792	6.80
203.31106587	-77.56901864	6.63
203.34418613	33.65769805	6.84
203.37290622	-43.42273414	6.76
203.39966813	-65.63262230	6.36
203.44914633	-39.94569227	6.75
203.53052101	55.34844976	5.60
203.53293870	3.65902506	4.93
203.59104226	38.78920930	6.44
203.61405606	49.01590606	4.72
203.62077514	-48.27214554	6.31
203.66866043	-13.21430591	5.93
203.67397800	-0.59593821	3.41
203.67839412	76.54670829	6.58
203.68172050	-33.31082494	6.62
203.69894294	37.18243871	5.02
203.75718068	12.51395029	6.73
203.79645728	-62.63066184	6.86
203.80120588	-32.21232053	6.86
203.80880055	44.19701325	6.90
203.88036281	-5.39639184	5.86
203.88905155	10.20508940	6.65
203.96701474	8.29276209	6.89
204.10905212	-42.41536336	6.89
204.16622825	49.48668434	6.65
204.20154559	-26.49801375	6.74
204.20212206	-26.49523551	5.80
204.21073820	-34.46775455	6.64
204.24624858	24.61330297	5.80
204.26135455	67.03641892	6.87
204.27521642	-44.14316883	6.12
204.29605970	71.24226650	5.66
204.30083723	-61.69157197	5.74
204.30317489	52.59308989	6.85
204.34790583	-46.42784035	5.87
204.36540378	36.29484073	4.87
204.42891147	50.71482953	6.57
204.43335710	2.38234728	6.83
204.44564351	-3.23595269	6.84
204.53178024	-58.41458137	6.58
204.53276509	14.30196227	6.57
204.53777084	-50.34988473	6.62
204.67552479	-29.56067984	5.91
204.69096307	-70.44475263	6.25
204.70401592	-57.62270235	6.17
204.70987305	-33.11125900	6.99
204.75963775	18.26537190	6.63
204.80016438	-75.68377048	6.33
204.80787829	10.50978145	6.77
204.81218137	51.80419954	6.63
204.87741499	52.92107136	5.50
204.89451792	10.74630126	5.66
204.92022537	-39.74756765	6.31
204.95244077	-40.05157491	5.76
204.97196962	-53.46636269	2.21
204.99383851	-16.44651453	6.84
204.99957281	-49.95000116	5.52
205.00247190	-70.78776786	6.74
205.03655080	-27.57776025	6.94
205.04500863	-64.57655426	5.88
205.06511630	31.01181276	6.37
205.08932457	57.20754182	6.32
205.09728108	50.51927223	6.43
205.15697611	-44.33018533	6.59
205.16301341	28.06514059	6.37
205.16874236	19.95566300	5.74
205.17056663	76.84378490	6.75
205.18455213	54.68166149	4.71
205.23406365	-85.78599228	5.62
205.25982195	22.49583157	5.80
205.30656019	-46.02824918	6.87
205.30688414	-71.86835438	6.83
205.37423739	64.82243969	5.88
205.37859856	-23.44981182	6.62
205.40346122	-8.70308218	5.10
205.43672827	-54.55936543	4.98
205.43992948	-33.59738643	6.76
205.50467442	-58.78704974	5.38
205.52637133	65.27308282	6.65
205.55409628	8.38860602	6.26
205.58658920	-33.98051681	6.77
205.59559926	82.75251097	6.09
205.62030712	41.67425191	6.46
205.66409991	78.06432575	6.07
205.66906181	-61.73783096	6.93
205.68092115	34.98899453	6.14
205.70814451	-44.19086453	6.98
205.72767233	-50.79019786	6.52
205.72942795	-41.40095140	6.13
205.73382472	-56.76795968	5.98
205.76618427	3.53807968	5.51
205.85776233	45.52025104	6.85
205.91706644	-42.06751103	5.94
205.93805500	22.70051305	6.26
205.95611612	-40.17795679	6.98
205.97611685	-5.49890001	6.53
205.97831455	52.06442748	6.04
205.98908182	-59.23596153	6.51
206.06678409	-51.01240595	6.41
206.12424684	-16.17905873	5.71
206.19042582	-25.50087935	6.37
206.30459790	55.88022143	6.58
206.30611605	10.32541423	6.59
206.36436765	-48.79172929	6.88
206.39622140	-15.76740920	6.21
206.40390701	-26.11598461	5.82
206.42319432	-33.04336606	4.32
206.48471128	-12.42654721	5.64
206.55680620	41.08884885	5.95
206.55795304	30.89724773	6.62
206.56058716	-54.68331282	6.47
206.57501747	-62.45159252	6.64
206.57957701	38.50365610	6.09
206.64864720	54.43269033	5.67
206.65248251	-62.90961087	6.67
206.66403516	-51.43269771	4.80
206.68056228	25.70238073	6.08
206.73483886	-36.25190473	5.16
206.73925975	6.35064241	6.46
206.74947851	38.54274988	5.67
206.79410990	-52.26921575	6.95
206.79529414	-62.58970553	6.74
206.80511081	-19.25575373	6.81
206.80585036	-9.70935031	6.19
206.81681937	17.45677436	4.59
206.85564413	-17.85976354	5.49
206.86493683	-50.24932136	6.00
206.88560880	49.31330288	1.80
206.89273504	-71.23109832	6.83
206.91112414	-50.32066712	5.60
207.02121484	42.04760661	6.75
207.07503797	-6.83733465	6.73
207.14444106	7.96014451	6.89
207.16141241	31.19011458	5.77
207.16192501	-2.84045381	6.85
207.17429224	-37.12740177	6.83
207.23102215	-35.70373680	6.70
207.25846060	-28.36749079	6.10
207.36146356	-34.45063035	4.10
207.36957439	15.79780583	4.16
207.37221642	6.34390880	6.80
207.37623920	-41.68765971	3.32
207.40063124	13.01023955	6.77
207.40419934	-42.47368506	3.40
207.42841642	21.26406422	5.06
207.43404400	8.40861067	6.64
207.43743518	36.63276425	6.50
207.43928514	61.48954562	6.13
207.46810200	-18.13407618	5.13
207.46844827	13.19189959	6.72
207.50646944	78.99568489	6.76
207.52605660	18.62899456	6.92
207.52725777	-29.08124029	6.20
207.58080185	-39.90083381	6.60
207.59802829	21.27658839	6.98
207.60280332	5.49722180	6.16
207.61569712	58.53942814	6.48
207.64423741	-19.89791575	6.65
207.74749152	68.31544168	6.55
207.74915118	53.29041959	6.99
207.75174017	80.76792872	6.84
207.76879062	34.77253613	6.68
207.78836921	34.66453000	5.98
207.83625055	-24.38977243	6.57
207.85807331	64.72328281	4.62
207.90240126	-36.43300247	6.45
207.94679307	-46.89863029	5.71
207.94759834	-69.40124669	5.83
207.94787312	34.44431774	4.78
207.95677175	-32.99401625	4.28
207.96285794	11.93714020	6.99
207.96591679	10.13597934	6.70
208.00415628	-31.61913622	6.22
208.02041654	-52.81146355	5.24
208.07662469	12.16515892	6.12
208.13613922	16.72905766	6.78
208.28517972	40.33800224	6.61
208.29317893	28.64806212	5.97
208.30228458	-31.92758624	4.71
208.30396336	17.93285548	5.86
208.33419207	52.32299113	6.76
208.33674052	42.18480019	6.89
208.38675080	-35.66419416	5.63
208.42962680	-53.37328052	5.88
208.46267613	53.72869210	5.70
208.46780190	-35.31419181	6.34
208.48852887	-47.12815361	5.82
208.56704507	-28.74314580	6.93
208.56979864	-28.56942861	6.21
208.58913341	-17.18010550	6.73
208.60059468	-54.41210962	6.93
208.63200137	-22.24482570	6.78
208.66014266	-34.59734987	6.92
208.67131750	18.39858742	2.80
208.67581845	-1.50307142	5.33
208.70473728	-67.65206440	5.87
208.74293617	-8.05876407	6.29
208.80070669	-52.16076937	5.64
208.88514539	-47.28826634	2.44
208.91245413	-82.66613365	6.07
208.93382604	-41.99492355	6.73
208.93530940	-31.28499204	6.68
208.94986672	-9.55989247	6.79
208.95903560	14.05648068	6.28
208.97131380	-9.75531377	6.95
209.00162802	-3.66189387	6.93
209.01925981	-55.95300836	6.99
209.03991801	25.91872391	6.87
209.04392096	32.03248107	6.40
209.08288902	-46.59272882	5.98
209.08330120	-54.13237319	6.17
209.11077328	-52.03558277	6.81
209.11622242	1.05054828	5.97
209.13023150	-27.63808622	6.99
209.13744030	-54.70411568	6.14
209.14234407	27.49219844	5.16
209.15410933	15.89095970	6.98
209.19997121	-46.38600338	6.91
209.27624820	20.95395432	6.80
209.33948172	-62.48879048	6.79
209.36561510	-23.02265213	6.28
209.38373744	61.49233530	6.63
209.41223681	-63.68661603	4.87
209.49523972	-25.99808989	6.58
209.56785278	-42.10070526	3.74
209.62990869	-24.97217754	5.18
209.63034736	-65.80057278	6.36
209.66220328	21.69632104	5.77
209.66643809	14.64941736	6.15
209.66988070	-44.80353140	3.79
209.73081849	53.10647480	6.88
209.82273625	-50.36960607	6.09
209.95540345	-3.54965113	6.51
210.00102545	-25.01017978	5.88
210.01954153	-8.16152649	6.73
210.07279016	-61.48094266	6.57
210.07869213	-46.12725565	6.63
210.09759465	39.02993946	6.79
210.13689131	-78.58995932	6.10
210.15048079	-26.26603193	6.84
210.21922701	-66.26885149	6.05
210.28593921	-44.19762581	6.75
210.29388659	27.38654762	6.29
210.32950276	-40.22194466	6.28
210.33504074	8.89490924	6.01
210.40349366	17.66859315	6.52
210.41159648	1.54458338	4.28
210.43121648	-45.60336989	4.46
210.45577340	40.42005851	6.97
210.46126995	68.67868547	6.48
210.55068753	45.75364748	6.43
210.59501153	-27.42976294	5.63
210.63315739	9.68626604	6.33
210.74906428	50.97182541	6.17
210.75710980	-31.68419597	6.29
210.76742450	-17.36698952	6.47
210.84165424	22.49580195	6.96
210.86072926	-56.21338128	6.09
210.86455937	-41.42330453	6.07
210.88458683	10.78751797	6.41
210.90328677	7.54621276	6.41
210.95601898	-60.37297840	0.54
210.97123833	-22.42161640	6.41
210.98234323	4.90097991	6.33
210.98741878	11.28252950	6.87
211.06070549	-5.38138548	6.54
211.08956447	-9.25765927	6.66
211.09760837	64.37580873	3.65
211.11250791	-14.97165584	6.52
211.15604081	2.29752929	6.44
211.30838189	-16.33598528	6.60
211.33375541	-76.79667632	5.07
211.44387814	-54.66930165	6.27
211.51160840	-41.17958035	4.29
211.54546620	-43.09161929	6.34
211.57405177	-8.89166563	6.54
211.59278733	-26.68201883	3.42
211.60483587	-59.71590250	6.46
211.62333543	16.97019974	6.58
211.62520290	-34.89870124	6.90
211.67218608	-36.36869575	2.22
211.67353711	-14.20484549	6.59
211.67877719	-9.31352509	5.55
211.73534316	74.59375041	6.48
211.77034512	-63.44532555	6.85
211.92015867	-48.70395858	6.43
211.92316233	-49.86786612	6.58
211.98227724	43.85452480	5.10
211.98560122	48.21084198	6.89
212.05947093	-63.20803604	6.55
212.06614933	24.31504100	6.69
212.07231683	49.45802060	5.34
212.11544595	-74.85072342	6.14
212.12080336	-11.82943235	6.89
212.19244711	59.33769923	6.63
212.21253759	77.54743312	4.95
212.21625960	-43.47073642	6.18
212.23444395	-59.27667031	6.36
212.25248994	-10.33459910	6.62
212.36714463	2.79758054	6.97
212.39609336	-51.50464539	5.96
212.40487983	15.62170325	6.97
212.47898599	-53.43872584	4.90
212.53679627	68.86339256	6.70
212.55444082	-30.62088787	6.81
212.59978522	25.09182293	4.93
212.62879682	-70.30545037	6.17
212.69907867	0.79966007	6.90
212.71034788	-16.30200362	5.01
212.71610247	-32.07570349	6.80
212.75555792	58.54912267	6.90
212.75805146	-69.71926784	6.13
212.76056947	-48.78227564	6.77
212.81306894	32.29579911	6.30
212.88032541	1.36232319	6.52
213.01688963	69.43266873	5.27
213.06596003	2.40949613	4.95
213.10230839	-24.36333964	6.50
213.19180466	-27.26110002	5.23
213.22392088	-10.27404400	4.33
213.22964186	-40.83346650	6.75
213.29082892	-13.85987685	6.83
213.30519927	-26.61226602	6.40
213.31841949	-53.66565135	5.68
213.36561664	51.78787676	6.81
213.37062458	51.78999066	4.57
213.39226822	-84.54462906	6.94
213.41601305	-54.62560013	6.11
213.41945412	-0.84512445	6.00
213.45612150	11.99781397	6.76
213.47752497	29.10544320	6.90
213.52221581	12.95957667	5.65
213.58953291	-5.94792042	6.49
213.59818899	41.51901546	6.40
213.64583156	-66.15414127	6.94
213.64859650	13.97525489	6.60
213.66527474	-65.70137376	6.71
213.67057143	21.87340987	6.44
213.67817566	-41.83744813	5.77
213.71192715	10.10100970	5.45
213.72103315	3.33593802	6.46
213.73818295	-57.08607539	5.02
213.75532477	-29.28186854	6.11
213.75656996	23.68611383	6.86
213.75671207	-61.70676822	6.70
213.82088684	52.53593188	6.60
213.83886209	-53.50992981	6.52
213.85047098	-18.20066197	5.54
213.91074870	-45.00042116	6.44
213.91811403	19.18726997	0.11
213.99953250	56.68937159	6.79
214.00368717	-5.99952622	4.19
214.01003162	45.56611067	6.66
214.04195627	51.36701398	4.81
214.07633639	-33.24133031	6.64
214.08919485	-6.62151816	6.51
214.09656821	46.08791894	4.21
214.10158657	39.74469367	6.47
214.12574343	-3.19622588	6.16
214.13719831	20.12207637	6.37
214.14134164	32.20841754	6.89
214.14304634	-59.91367573	6.69
214.16135836	-66.58788092	5.73
214.20310518	-8.88443797	6.64
214.20600506	-5.64400978	6.96
214.22985498	-77.66421460	6.63
214.26580256	-18.58568095	6.38
214.33817309	51.30739213	6.22
214.34434060	-9.02274894	6.78
214.35633300	-55.76514737	6.69
214.36851090	15.26336094	5.92
214.44952719	55.42537378	6.90
214.45504117	48.00209628	6.42
214.49923373	35.50947085	4.97
214.50237262	-7.54181672	6.61
214.55821047	-81.00760147	4.96
214.59919155	-33.22045359	6.61
214.62984582	52.03332805	6.96
214.65956766	-18.71588164	5.87
214.73303042	54.86377384	6.53
214.75469177	-25.81631724	5.97
214.77231374	-59.37706815	6.80
214.77750771	-13.37116634	4.56
214.77988682	-27.14115459	6.47
214.81757038	13.00437724	5.49
214.84964562	-37.00280675	5.97
214.85096972	-46.05808391	3.48
214.88562263	-2.26534352	5.31
214.92071957	0.38436366	6.25
214.93475147	-36.85816413	6.75
214.93883677	16.30680118	5.01
214.94882573	38.79407655	6.34
214.96543244	-61.27275714	5.29
214.97189100	-6.74610982	6.58
214.97883054	67.78248362	6.97
214.98911530	-73.96844188	6.61
215.03613336	30.42914436	6.50
215.04045606	-43.05886202	5.71
215.08146975	-56.38647906	4.36
215.12059179	0.18204238	6.96
215.13949709	-37.88526711	4.04
215.17729569	-45.18688140	4.85
215.18783935	26.07553732	6.95
215.49420910	-1.98806836	6.88
215.50682001	-28.30843195	6.97
215.55844676	29.36998400	6.41
215.58223947	-34.78679152	5.54
215.59665420	-80.10891100	5.03
215.64481346	-20.75765330	6.97
215.65467485	-58.45915834	4.91
215.66106181	-7.76785216	6.92
215.66133262	-48.31984596	6.06
215.69343451	-0.63709953	6.76
215.71636138	-39.62394574	6.97
215.75940538	-39.51176599	4.35
215.77461567	-27.75373395	4.94
215.77884593	25.33801798	6.31
215.81314273	1.24272950	6.38
215.81399394	-47.41695068	6.57
215.83443353	-50.77223430	6.19
215.84475026	8.44664037	4.88
215.85679335	-11.71390001	6.39
215.88369983	-66.64496483	6.83
215.92480204	40.84438531	6.85
215.95265857	-53.17620992	6.16
215.98215343	-29.67627800	6.99
215.99051134	-16.10189900	6.73
216.00366765	8.24400431	5.96
216.00826487	27.41318794	6.51
216.02385386	11.24696692	6.88
216.04745973	5.82011481	5.15
216.04838723	25.70384317	6.94
216.06093718	-33.08686759	6.96
216.07641274	8.08484609	6.34
216.09240580	-82.84822332	6.43
216.17017995	-44.31103431	6.60
216.17040452	-11.66964736	6.58
216.18305122	-40.75511231	6.95
216.20275252	-24.80626639	5.50
216.25434570	-37.44695904	6.73
216.27641298	-68.19532385	5.68
216.30008064	51.85171354	4.15
216.32345098	-13.35317029	6.66
216.34551595	-55.01816986	7.00
216.36537407	-28.89543524	7.00
216.37144931	38.39310009	6.44
216.37460988	-19.96995233	6.66
216.41583852	-66.17288297	6.41
216.44905121	-26.85210525	6.64
216.53431272	-45.22138996	4.51
216.54500648	-45.37926095	4.44
216.55638492	-42.31847181	6.50
216.61420112	19.22683490	5.47
216.70787098	-39.87393329	6.33
216.73225313	-83.66785308	4.47
216.77963835	-65.82161161	5.99
216.79703099	-66.56801115	6.61
216.80124777	-46.13406420	5.90
216.82011572	-78.62016381	6.89
216.85176863	-6.12019140	6.21
216.86464754	41.02496446	6.73
216.88134383	75.69593921	4.39
216.93882698	-13.35929187	6.74
217.04351389	-29.49157976	4.95
217.05091806	-2.22795009	4.94
217.06856594	36.19701883	6.38
217.13329321	-10.00423145	6.75
217.15870008	49.84496418	5.74
217.17387790	-6.90041401	5.55
217.18126718	-59.19752972	6.51
217.19175546	25.85391099	6.70
217.20068991	-5.21876395	6.77
217.21636257	-47.99203907	6.37
217.23524662	3.71956371	6.95
217.31267845	44.26212143	6.69
217.40284392	41.79644804	6.50
217.40447558	-76.72901396	6.23
217.45701807	31.79117120	6.07
217.46045655	0.82891135	6.02
217.53608389	-45.32128792	5.48
217.54163574	-43.86382678	6.95
217.58746947	-49.51892657	5.41
217.66864223	-22.46090783	6.98
217.68911903	4.77231676	6.15
217.69291510	63.18576376	6.20
217.73594786	-40.84511153	6.53
217.79515011	-38.86977705	6.16
217.79714763	-40.38639123	6.91
217.81827528	-67.71705401	5.99
217.83521244	43.38233354	6.77
217.92861754	60.22558784	6.33
217.95774098	30.37114497	3.73
218.01982421	38.30788348	3.10
218.08446559	26.67734238	6.07
218.12887396	55.39804570	5.86
218.13592482	22.25996072	6.00
218.13787800	-56.88769787	6.85
218.15451447	-50.45712132	4.37
218.29009826	-30.71497213	6.23
218.33444972	36.95920251	6.51
218.37487581	-52.67948076	6.04
218.38529489	-54.99861560	5.97
218.39778281	65.39531602	6.71
218.41091198	79.66022308	6.43
218.43606491	43.00770583	6.83
218.44352117	-79.95522099	6.83
218.45720053	-67.61763233	6.92
218.52106240	46.78647069	6.53
218.53324940	-42.09922949	6.62
218.54847412	32.53446287	6.42
218.56542001	57.06582344	6.58
218.66049120	36.62617707	6.17
218.66525670	49.36823171	5.85
218.66954381	29.74480735	4.55
218.71132791	-20.43937760	6.54
218.79465629	-46.46194747	6.89
218.82114888	-60.01557865	6.55
218.87688163	-42.15774562	2.27
218.87831588	-89.77169600	6.81
218.88124123	-41.51738017	5.86
218.95832382	-46.81574603	6.94
219.02866131	23.25029315	6.56
219.07940330	-46.24549130	5.68
219.10058028	-39.59734913	6.30
219.18396076	-40.21152639	5.71
219.23290205	42.83130025	6.70
219.25123338	-12.30623565	6.30
219.29987648	-62.01089132	6.88
219.30178173	-53.06074908	6.63
219.33402084	-46.13341306	5.58
219.33658656	-46.12960706	5.86
219.36870503	2.27741561	6.55
219.40230802	-43.11131409	6.68
219.44498594	-67.93132799	6.14
219.47187965	-49.42575765	4.00
219.47874475	-48.02353154	6.65
219.55279962	43.64205288	5.86
219.55605254	-45.87178755	7.00
219.55835502	18.29853624	6.07
219.56335468	54.02338576	5.84
219.57368579	-49.90109289	6.52
219.58056742	-38.79413357	6.18
219.60392980	-35.27645380	6.83
219.70950726	44.40454503	5.41
219.74867439	-59.14078862	6.65
219.75173031	-10.55480499	6.89
219.79589411	-46.58395597	6.17
219.85267655	-49.05501516	6.48
219.88196865	-68.20337323	6.86
219.91412833	-60.83947139	1.24
219.92041034	-60.83514707	0.14
220.07358197	-40.84164159	6.63
220.08037344	-45.79378480	6.58
220.09118199	21.97576982	6.23
220.13655470	-56.44074033	6.47
220.17650164	13.53436103	6.00
220.18150404	16.41830130	4.50
220.25588965	-36.13484330	5.65
220.28716819	13.72833113	3.80
220.41148550	8.16175611	5.03
220.43173137	11.66093526	5.71
220.46353219	-30.93311972	6.36
220.46744227	-75.13943205	6.87
220.47600319	21.12368832	6.56
220.48239101	-47.38814127	2.23
220.48305391	-58.61573462	6.31
220.49005323	-37.79342394	3.94
220.49900623	-77.01142210	6.34
220.50943823	-12.23490148	6.98
220.51315491	61.26198751	6.31
220.55502723	-32.76999952	6.79
220.62785433	-64.97456957	3.25
220.67687835	14.70859385	6.67
220.76484284	-5.65742910	3.96
220.80652349	-24.99773099	5.71
220.81391919	-47.57048264	6.90
220.85571623	26.52789077	4.87
220.85761107	-9.69966828	6.69
