RA	DEC	MAG	DIST	B-V
75.99686589	28.87774061	9.92	37.41	1.060
76.02587930	-0.64870676	8.74	48.01	0.741
76.19800085	-11.69850172	7.33	42.39	0.618
76.22287719	-69.16888348	9.41	41.63	0.787
76.36601930	-33.81242864	9.85	47.21	0.991
76.37787652	-57.47298928	4.82	11.65	0.526
76.37813786	52.81038575	10.19	45.77	1.040
76.44753216	-57.55412256	9.02	11.53	1.386
76.47992642	-13.91387490	8.03	47.08	1.000
76.64710323	-77.56645217	7.46	36.52	0.652
76.66940952	51.59814314	5.06	26.22	0.343
76.67519780	14.44681583	7.89	23.98	0.804
76.79074687	-19.39252388	6.60	37.82	0.648
76.82630615	-83.86025826	6.93	47.60	0.573
76.85367500	-12.49100914	6.09	36.23	0.606
76.86115023	18.64500711	5.04	15.87	0.657
76.90965166	9.47270928	6.29	28.30	0.625
76.94798483	69.52897300	8.75	42.48	0.785
76.96264146	-5.08626282	2.83	27.24	0.161
76.98253929	26.32812489	7.74	35.24	0.664
77.14473389	-18.16864510	10.25	9.32	1.520
77.18194475	-4.45624625	5.21	25.01	0.455
77.43554096	64.91993345	6.47	39.57	0.448
77.44118728	7.18155375	7.52	46.75	0.464
77.50306378	27.64340005	9.36	38.96	0.930
77.50880111	-7.07117285	8.62	45.87	0.681
77.51558529	27.55672199	7.08	40.19	0.505
77.57509798	9.50290945	12.37	30.46	1.383
77.67862860	46.96243511	5.77	46.21	0.452
77.74156183	-2.25374808	6.39	48.40	0.984
77.74662906	32.03875744	7.75	46.75	0.718
77.81878287	-56.05726064	9.77	48.01	0.853
77.82970507	-2.49078592	6.00	38.40	0.462
77.89672045	-45.00448677	8.93	3.92	1.543
77.90341683	-1.85571767	9.64	47.80	0.925
77.94309668	4.40387325	7.13	28.69	0.588
77.97621046	-9.11179838	8.18	29.69	0.799
78.07245707	41.44713595	9.03	28.38	1.010
78.17522082	19.66507020	10.81	12.74	1.550
78.19974178	16.30770350	10.76	42.83	1.230
78.22169987	19.72380744	9.95	31.84	1.064
78.31783880	73.49107057	9.12	39.81	0.738
78.32313264	37.33763726	6.60	25.97	0.542
78.35442218	3.68704787	7.95	46.82	0.637
78.35721486	38.48467394	4.89	49.80	0.189
78.49638683	-21.97370161	10.52	39.62	1.645
78.58306312	-15.82608507	7.57	31.47	0.719
78.69997880	0.66304730	10.12	26.22	1.189
78.70731850	0.70929163	9.96	38.30	1.118
78.74367484	44.53070272	10.45	40.72	1.060
78.78286215	-7.34575425	11.60	23.84	1.520
78.82717763	-1.40906138	6.25	45.93	0.401
78.84839010	32.68475457	7.86	25.14	0.410
78.92366465	-31.91390329	11.17	39.62	1.242
78.92882758	-49.44479868	8.04	32.36	0.747
79.03775345	16.94280949	10.63	46.40	1.090
79.14607434	-42.51462622	8.41	47.04	0.660
79.17206517	45.99902927	0.24	12.94	0.795
79.25099331	-31.27707479	7.58	49.68	0.475
79.35673230	26.08031939	10.64	41.61	0.672
79.36487564	60.18200071	7.06	49.24	0.458
79.37093064	-34.89438961	4.98	33.75	0.987
79.41769273	-13.51970778	5.64	48.33	0.932
79.42075333	7.35370479	7.45	45.00	0.661
79.52573979	67.18323934	10.94	44.31	1.200
79.61753278	-51.42661173	8.41	37.00	0.733
79.67773371	-14.01835309	9.22	39.25	0.834
79.69699088	-21.39366593	9.43	20.27	1.298
79.70931620	-18.13019946	6.08	24.93	0.572
79.78365993	40.10066732	4.82	12.65	0.630
79.80103751	-3.07414077	7.89	16.87	1.051
79.84214072	-50.60652008	5.55	36.10	0.517
79.95425507	2.51385191	7.12	37.48	0.531
79.99779615	-15.84014212	8.86	24.34	1.003
80.01907969	-31.16744025	9.32	34.64	0.960
80.15841138	-39.75497535	7.51	45.64	0.510
80.21208622	-77.92099356	9.30	48.57	0.794
80.30406472	-14.15252018	7.82	37.19	0.636
80.58127514	59.27860298	7.23	29.41	0.750
80.64073869	79.23075701	5.19	20.98	0.506
80.65607665	2.60352940	7.90	19.90	0.980
80.67796662	13.22919231	9.29	48.69	0.706
80.76294957	46.98698851	8.29	41.46	0.780
80.83317317	54.80062386	9.59	34.05	1.029
80.90927585	17.32413076	8.06	14.33	1.104
80.91521285	64.12507449	7.42	44.13	0.538
80.93942600	68.68796335	11.07	32.04	1.340
81.10545973	17.38355205	5.11	14.66	0.544
81.12557166	-38.96951280	9.25	17.74	1.248
81.18507421	63.38660393	7.46	45.81	0.714
81.24153995	-34.20656512	8.20	37.30	0.728
81.33032710	-75.69165030	7.28	35.54	0.538
81.33528573	65.18176628	10.41	38.52	1.210
81.47878077	61.78306350	9.29	44.70	1.026
81.49393207	-19.68986992	7.64	28.65	0.536
81.49926259	-19.69535296	5.93	43.03	0.441
81.53086407	61.24211642	8.49	48.45	0.700
81.56070096	-32.50454389	7.85	17.93	0.946
81.57290804	28.60787346	1.62	40.18	-0.130
81.61928915	-63.18338244	9.32	44.94	0.879
81.76980376	-11.90084379	6.42	26.84	0.553
81.87496560	18.84642874	9.73	47.08	0.920
81.91469745	-60.41576917	7.13	19.57	0.755
81.94105136	-28.79963153	10.23	41.68	1.203
82.00110606	9.64577431	12.47	8.69	1.653
82.00384487	33.76421211	6.52	33.85	0.510
82.06135971	-20.75923214	2.97	48.80	0.807
82.07682229	-81.77430687	10.23	30.45	1.170
82.08797529	-22.43428482	6.91	35.36	0.590
82.10948129	-3.49761780	7.78	12.98	1.113
82.11669480	-39.37102679	9.34	39.43	0.939
82.18659539	-65.44893735	7.05	14.94	0.830
82.21491883	12.55135347	6.84	28.94	0.582
82.24658227	-17.42905777	8.41	46.84	0.657
82.26363575	-19.14276456	8.46	47.96	0.702
82.36278367	15.57760123	10.66	17.39	1.500
82.53942437	-47.07733403	5.59	43.73	0.615
82.55823834	-42.69697908	9.84	19.39	1.343
82.62625797	-37.20306746	8.44	44.19	0.653
82.74935527	-10.08031884	7.07	41.70	0.561
82.75493101	-28.52909622	8.31	49.46	0.583
82.84767850	12.55642206	8.55	35.71	0.814
82.86229396	-3.67214214	8.01	5.69	1.474
82.87120240	54.65554473	7.67	40.93	0.620
82.93436723	0.09986646	8.49	38.15	0.697
82.96942437	-76.34166340	5.34	30.84	1.130
83.06151141	9.82134080	11.51	12.77	1.637
83.14033281	57.22161686	6.57	43.88	0.587
83.26129571	29.38931839	12.15	36.72	1.453
83.26912293	-26.72488551	9.26	33.82	1.045
83.27907033	20.03628221	8.95	46.06	0.900
83.37443414	-9.12953931	12.36	37.58	1.385
83.40067383	-51.06573543	8.97	45.39	0.990
83.43723230	1.94577889	11.54	16.82	1.576
83.53630164	51.21619546	11.14	26.56	1.499
83.70174186	-23.46793027	8.94	26.98	0.923
83.75294948	28.09917215	10.18	36.97	1.270
83.86158723	-33.26948575	6.85	47.64	0.502
83.91474297	-81.61194305	7.23	49.70	0.496
83.93442645	-62.79787593	9.46	32.45	1.119
84.12913389	11.32800602	8.92	11.38	1.415
84.22637775	9.29141200	4.24	35.59	0.951
84.22945424	-47.96338316	9.86	24.25	1.171
84.23680224	-47.96468727	8.06	23.87	0.845
84.25720205	-73.69908204	6.82	37.78	0.584
84.26056715	20.73180857	7.79	33.24	0.667
84.26630462	52.52392898	10.30	38.28	1.122
84.27996591	41.82833557	7.20	44.74	0.569
84.28663598	-80.47167450	5.79	18.21	0.600
84.31872154	-27.87119898	6.22	44.56	0.322
84.40429072	6.11222256	7.76	47.60	0.578
84.43601282	-28.68979391	5.39	42.48	0.486
84.44012782	-54.56691123	10.41	32.27	0.721
84.53956879	-46.10490664	7.47	25.26	0.769
84.55156564	51.44548289	7.87	20.53	0.834
84.66846091	-38.35686650	9.67	29.03	1.043
84.72121589	-7.21270844	4.82	47.08	0.139
84.85938789	-22.83802439	10.37	44.03	1.111
84.87980519	-3.56470944	6.06	41.39	0.294
84.93428002	-5.05144223	9.04	49.31	0.647
84.96816107	52.89783269	7.99	27.85	0.764
85.00707298	6.06117663	8.83	42.88	0.827
85.07296536	-19.22668007	7.80	48.52	0.417
85.21669361	-31.35021979	7.98	36.83	0.648
85.33472092	53.48233045	6.35	12.24	0.840
85.37802824	53.49105798	9.80	12.48	1.473
85.39311117	15.21418407	7.81	37.72	0.692
85.47307898	-15.63025585	7.51	27.74	0.801
85.49507883	15.33733032	10.67	21.50	1.689
85.53363564	12.49315500	11.46	5.79	1.675
85.63177297	61.31272675	9.79	45.41	0.909
85.69037392	2.68032382	8.69	31.35	0.887
85.74458429	54.25762995	9.42	42.57	0.891
85.86004480	-47.82349630	8.66	35.89	0.861
85.86088457	52.48872616	7.27	30.28	0.624
85.88594923	-76.76846241	8.89	44.27	0.700
85.96946899	-21.27976964	7.22	43.20	0.531
86.07315707	-10.01638315	7.24	39.32	0.637
86.11656241	-22.44748663	3.70	8.97	0.481
86.11835896	-20.12666310	6.47	25.54	0.580
86.13520683	-70.14658241	8.21	25.59	0.760
86.19341279	-65.73554080	4.39	44.48	0.217
86.23652511	9.24379111	11.49	22.39	0.699
86.25151220	-2.59095447	10.87	45.31	1.085
86.30594015	-59.92407867	9.42	49.53	0.849
86.37412381	52.16150412	6.98	45.68	0.637
86.44959614	62.23868581	9.11	13.69	1.379
86.50636958	37.28588759	7.49	20.58	0.833
86.55016335	78.25608444	8.34	35.46	0.722
86.61647159	-53.21898343	6.75	28.82	0.594
86.62284503	74.61057117	7.46	36.54	0.702
86.64566124	1.16853796	6.08	42.43	0.773
86.73895728	-14.82194717	3.58	21.52	0.104
86.82118054	-51.06671329	3.91	19.28	0.171
86.82580489	-48.52435607	9.84	20.75	1.377
86.91676194	-36.32826614	10.78	14.99	1.476
86.95639647	-40.06409272	8.94	45.45	0.710
87.07196957	-11.13553202	11.08	27.46	1.384
87.08365922	-24.46376184	7.93	42.59	0.566
87.14543446	-4.09408727	6.10	15.56	0.639
87.15329482	-39.93218126	9.03	44.39	0.857
87.44035109	27.12203652	8.95	35.59	0.929
87.44243821	32.97313681	8.60	40.70	0.721
87.45843796	-72.41324241	9.99	47.04	0.864
87.73980340	-35.76929225	3.28	26.36	1.146
87.82980343	-20.87751376	3.93	34.42	0.984
88.24861786	15.17064528	10.48	48.71	1.400
88.25118913	-5.99400202	9.80	20.10	1.321
88.31351733	-36.26359267	8.73	47.48	0.696
88.51792247	-60.02332467	7.29	12.83	0.935
88.52458376	-63.09102096	4.80	27.27	1.022
88.54469795	-50.36388420	6.68	34.88	0.891
88.59618305	20.27641498	4.52	8.66	0.594
88.61887783	2.14380286	8.98	26.62	1.014
88.62540918	-19.70428207	7.65	22.80	0.700
88.64187179	-9.39361661	10.83	38.31	1.172
88.70878524	-52.63607272	5.36	34.90	0.295
88.75841263	-0.50784823	7.77	46.71	0.629
88.92919885	-26.85648122	10.88	14.58	1.054
89.01336958	13.92608804	6.75	28.00	0.650
89.10132627	-14.16803805	3.79	15.04	0.337
89.15466417	10.55171876	9.57	42.32	0.722
89.20105281	10.47976578	9.98	39.87	1.103
89.23372483	-46.93278714	10.67	23.71	1.404
89.36997886	-37.84840526	9.39	41.81	0.965
89.58955821	-4.65017345	7.12	23.20	0.720
89.74841925	-7.66755414	12.88	26.88	0.279
89.88145972	54.28498197	3.89	43.07	1.010
89.88237261	44.94743492	1.90	25.18	0.077
89.90726509	58.59362838	10.35	13.59	1.480
89.95702627	-48.23984973	8.79	43.03	0.887
90.08251352	-31.03118047	8.00	14.97	1.137
90.08907987	31.43079299	9.56	46.10	0.930
90.11310541	-60.49413056	9.39	45.52	0.817
90.22497402	21.02186958	10.14	31.69	1.230
90.25558558	32.22548806	9.83	49.19	0.913
90.59579323	9.64736756	4.18	46.53	0.170
90.68796982	47.80930399	6.61	28.40	0.567
90.72965494	32.63621103	6.33	49.95	0.456
90.99574432	23.00881280	11.13	39.11	1.260
91.03006890	23.26363207	4.32	46.21	0.835
91.08191622	-55.31384214	12.26	29.26	1.458
91.11878029	-45.03720225	6.46	26.70	0.517
91.12444026	44.26081415	6.86	33.33	0.573
91.16736258	-45.07954967	6.02	27.02	0.493
91.19488806	-48.45824742	6.78	29.73	0.712
91.24243225	14.38889230	6.83	40.72	0.508
91.42533520	-61.74860707	7.97	48.76	0.595
91.48013722	26.55574982	9.54	41.72	0.888
91.51568173	-59.54137568	8.58	27.37	0.844
91.52469347	69.47626911	8.43	31.95	0.783
91.53100039	67.64075778	8.48	37.04	0.771
91.53593305	35.38845807	6.25	26.39	0.600
91.56927375	-27.90591232	9.09	31.87	0.868
91.60285003	63.83590894	8.54	30.35	0.846
91.62437646	-72.51172832	9.25	45.23	0.900
91.66896343	15.54235694	6.90	15.45	0.814
91.68230619	-62.68303897	9.54	27.53	1.107
91.74937384	-46.20557470	6.94	46.77	0.463
91.78822383	16.55629700	7.46	35.75	0.543
91.88759077	72.15217685	10.78	38.58	1.200
91.93273415	-25.74436845	11.93	11.41	1.600
91.96781348	8.22027251	9.12	34.58	0.867
91.98052613	67.97709065	9.87	24.93	1.250
91.99602995	27.42845793	8.16	44.52	0.626
92.02683035	-15.90115596	7.05	45.81	0.467
92.06056542	-28.99493284	11.86	35.27	1.401
92.16977743	9.47825311	10.48	31.56	1.687
92.39948938	5.66878655	8.59	29.92	0.895
92.48517709	34.13593200	8.58	40.00	0.790
92.50392620	17.93476897	8.61	45.09	0.670
92.55918047	-74.75252790	5.22	10.15	0.714
92.58180602	82.11000311	10.52	9.40	1.514
92.64458964	-21.86290752	8.20	5.77	1.487
92.70921352	24.09311408	11.02	47.98	0.000
92.72819625	10.32031841	10.44	10.78	1.450
92.74846460	-65.20393725	11.39	29.77	1.420
92.76308887	-13.80066379	8.94	42.41	0.995
92.87535326	-41.57791739	9.45	38.60	0.943
93.00187959	6.78369045	6.99	23.12	0.642
93.05866394	-65.53435724	8.24	42.70	0.540
93.30190191	10.62786588	6.56	18.12	0.663
93.39608065	63.39464091	9.79	24.76	1.210
93.43885743	-23.86220749	6.50	16.69	0.713
93.50269423	38.84170715	10.51	47.73	0.990
93.60165281	5.16876762	8.54	29.64	0.876
93.70138559	-19.72827644	8.85	48.69	0.835
93.71223277	19.15688949	5.30	21.13	0.430
93.77519937	-71.70289813	6.74	31.30	0.562
93.89315534	-0.51165873	5.73	35.69	0.506
93.90070561	66.14848318	7.15	37.94	0.508
93.91273142	36.14868102	6.96	48.31	0.440
94.01126215	70.78265278	7.57	25.71	0.776
94.07848864	-59.21273358	6.56	36.36	0.593
94.11070845	12.27171030	5.14	19.61	0.431
94.13029034	-40.53234686	8.80	37.05	0.927
94.16484097	25.20707803	9.48	33.60	1.106
94.17878597	47.06154420	9.31	49.04	0.769
94.21057254	44.70653320	9.19	40.21	0.790
94.26466059	-22.71460054	6.18	39.90	0.576
94.31770235	5.09969578	5.83	19.32	0.610
94.35737567	17.98943483	10.45	32.97	1.360
94.39038216	35.14909924	6.78	48.01	0.451
94.59201416	-13.86965600	10.03	30.96	1.197
94.61759254	-72.04502741	10.09	38.48	0.963
94.65632829	67.72846320	8.56	47.62	0.780
94.77008184	47.39411450	6.95	31.92	0.561
94.78354667	-3.43888711	8.08	49.75	0.587
94.80374117	-58.05442142	9.27	45.52	0.861
94.82920087	-37.46283179	8.82	39.37	0.837
94.90579498	59.01090518	4.46	45.70	0.032
94.91742934	16.01328387	6.74	27.53	0.562
95.02469907	-48.74044338	6.74	25.69	0.657
95.05531930	2.25914233	9.92	27.98	1.273
95.36539622	17.29508674	9.23	40.18	0.914
95.38795855	-22.21417190	8.63	27.84	0.915
95.40574030	-18.16644584	7.85	44.17	0.619
95.43140738	-0.53874678	7.76	41.10	0.686
95.47586513	-22.72401646	10.86	24.68	1.440
95.48312793	-78.71745004	9.12	47.30	0.793
95.62897591	-60.21880842	6.65	23.50	0.614
95.74030304	-24.55604925	7.51	29.39	0.663
95.78819358	8.90723904	11.54	20.80	-0.056
95.79438197	8.90720423	11.35	20.80	0.000
95.94207368	4.59283881	4.46	39.39	0.215
95.94373665	4.59586651	6.92	24.34	0.450
96.10171459	-42.84940778	6.81	27.89	0.673
96.11071103	-63.42864724	6.59	31.79	0.660
96.12831995	38.56939367	7.72	44.86	0.629
96.18328956	-28.77981914	6.50	22.04	0.626
96.20917400	4.87208478	7.14	48.59	0.508
96.31808972	-34.37838821	8.95	49.38	0.716
96.31836214	-0.94535265	6.00	33.09	0.564
96.33465718	11.23338336	7.14	32.94	0.593
96.41016085	-31.48092438	8.22	32.58	0.719
96.54301206	18.75730314	6.93	14.66	0.938
96.78160751	-37.89561574	6.57	49.78	0.394
96.79782098	-25.85597162	6.17	29.87	0.545
96.83614206	-33.11384727	8.55	45.09	0.708
96.85044012	-25.73478437	8.53	44.39	0.840
96.94143388	20.78322960	8.78	18.01	1.029
97.19059648	38.96309296	8.03	48.95	0.740
97.19268426	36.48051961	7.27	25.65	0.613
97.23470629	26.96764519	6.69	45.83	0.554
97.25520042	-45.36570857	10.86	33.11	1.340
97.26571860	17.74562999	7.74	47.78	0.621
97.27370602	27.00989342	8.72	29.45	0.906
97.30445502	10.93404377	8.25	36.14	0.846
97.34581300	-2.81247539	10.98	4.12	1.690
97.41651853	35.89318406	10.09	48.31	0.971
97.43831415	-6.39303762	10.96	38.40	1.885
97.53081151	-11.80913399	9.23	28.57	1.120
97.79010831	11.25585692	9.12	49.93	-0.039
97.79655734	5.87708409	9.08	31.16	0.911
97.82591372	-51.82620719	5.70	37.22	0.534
97.83981164	2.91126900	7.28	28.00	0.710
97.96390120	-43.53397277	10.66	24.18	1.432
97.98676986	-68.70877081	8.39	27.74	0.781
98.01001211	34.52486627	9.97	29.42	1.237
98.01146362	40.40285466	9.50	36.17	1.010
98.03563085	-27.03222883	11.49	27.05	1.360
98.09637360	-5.86871833	5.67	43.23	0.256
98.14789462	37.90339428	11.60	45.09	1.180
98.15469968	-29.58259339	9.11	42.52	0.799
98.30231992	5.46316076	8.05	33.41	0.860
98.43325369	-75.63066752	10.50	8.76	0.000
98.44808629	-75.62561416	11.49	8.37	0.000
98.46009459	-58.53039331	11.64	16.32	1.500
98.54905257	-10.95756287	9.67	45.87	0.929
98.83908080	44.64916081	10.31	43.52	1.300
98.89022681	76.86650359	8.28	42.61	0.687
98.97530182	-36.08845467	6.47	40.27	0.486
99.03655687	-27.62165777	7.77	37.84	0.714
99.05253230	-36.13823670	7.36	39.26	0.620
99.06248972	58.10726180	6.72	36.39	0.496
99.07666156	-40.00673573	10.67	19.41	1.459
99.10940934	27.27862005	7.02	36.08	0.646
99.12763461	72.00981613	7.92	49.93	0.700
99.13921850	13.99821520	9.57	49.12	0.879
99.17082883	-19.25570928	4.12	19.84	1.037
99.26558178	-32.22506176	7.79	35.15	0.703
99.27205308	19.75296520	10.28	34.42	1.200
99.29616953	-50.03829704	9.68	15.13	1.456
99.29694468	17.56399483	9.70	9.84	1.480
99.38262960	9.14447648	7.75	38.27	0.735
99.39143708	12.18124820	6.98	27.36	0.725
99.42792641	16.39941482	1.93	32.13	0.001
99.46182951	-70.93333845	8.84	38.80	0.742
99.48017707	73.69562922	6.35	35.56	0.396
99.50176847	-61.53356388	6.28	21.67	0.624
99.58487476	60.24065822	9.69	49.78	0.747
99.58841583	18.48041090	11.80	39.49	1.699
99.79856276	-26.57194157	8.53	48.64	0.769
99.83296401	-49.29355378	11.62	47.15	0.000
99.88112691	24.59994297	6.55	35.16	0.523
99.90853351	-55.60970381	9.90	13.08	1.377
99.95856952	-61.47838484	9.82	21.95	1.257
100.09518606	-82.38073112	10.48	47.76	1.086
100.20433648	51.97903460	7.74	42.43	0.672
100.29311021	61.13600568	11.61	41.91	0.000
100.31491611	23.95838794	8.22	17.52	1.021
100.41478259	-35.55373559	9.77	28.37	0.984
100.52211785	-15.21493958	7.08	29.63	0.563
100.60134402	17.64551421	5.25	42.72	0.063
100.69199298	-22.44883550	6.33	48.90	0.321
101.00598706	-42.71505973	8.67	49.90	0.685
101.05860488	-0.92543766	11.74	42.03	1.348
101.08091758	40.62302955	9.35	34.33	1.262
101.19132778	71.88896431	11.02	22.51	1.364
101.21648345	-27.34238072	6.55	26.60	0.550
101.22859962	20.86062225	7.32	45.93	0.562
101.28854105	-16.71314306	-1.09	2.64	0.009
101.32263980	12.89605513	3.44	17.54	0.443
101.34616795	-31.79292174	6.03	24.27	0.491
101.37025783	44.23384716	7.60	45.27	0.614
101.50343320	-66.40801730	11.27	46.55	0.000
101.52236005	32.55543654	8.94	24.99	0.964
101.56028979	79.56627808	5.55	17.85	0.525
101.68474593	43.57702483	5.37	16.51	0.575
101.74383218	-87.02497454	6.56	39.14	0.429
101.81599851	-18.25888017	10.66	31.77	1.306
101.86664009	-40.51525243	10.80	34.60	1.315
101.90899326	37.51813267	12.09	15.41	-0.098
102.04807134	-61.94197988	3.31	30.34	0.225
102.05096806	55.70444959	5.65	47.04	0.000
102.07953302	-1.31883901	5.82	40.08	0.292
102.14909805	-4.07570904	7.13	44.56	0.553
102.22470574	37.50530148	8.21	43.37	0.677
102.33902006	43.75922967	7.42	44.62	0.546
102.39891451	35.14130669	10.26	27.65	1.330
102.40880315	36.44179627	9.09	44.66	0.657
102.45740098	55.88287635	10.50	36.56	1.277
102.47757095	-46.61547007	5.24	25.21	0.460
102.48636188	60.33454634	8.70	16.40	1.209
102.50420544	-60.24940871	6.21	33.16	0.457
102.58282297	60.92939250	8.76	38.45	0.790
102.70757903	-0.54042726	5.87	29.90	0.396
102.75175913	25.76084062	7.11	37.02	0.600
102.87703924	40.86805498	8.24	40.73	0.729
102.88585412	47.36950310	9.07	18.83	1.232
102.91820809	5.75499728	9.74	45.43	0.977
102.92760534	-43.88722884	10.20	25.52	1.086
102.94000518	69.04125532	9.89	49.65	1.088
103.00863683	-33.91572691	7.34	47.26	0.614
103.01006786	-11.20453583	7.55	33.05	0.721
103.07653738	-5.17370508	6.72	8.70	1.071
103.24791955	-23.10788677	9.14	31.64	0.976
103.39064640	-28.53872019	6.18	25.79	0.708
103.43695544	-9.51535734	7.17	39.90	0.566
103.51517922	60.87417353	10.98	10.64	1.552
103.66080771	13.17801628	4.73	27.94	0.321
103.67853817	24.24579282	6.97	31.03	0.582
103.70610465	33.26914569	10.01	5.52	1.580
103.71403823	-55.25893804	8.31	34.07	0.771
103.73761755	12.15901107	10.68	48.47	1.259
103.82787799	25.37563643	5.88	17.27	0.573
103.86814245	30.16245118	8.16	39.15	0.735
103.90582904	-20.13659348	4.75	29.23	0.374
103.96680453	55.63861821	10.36	25.79	1.352
103.97176121	-56.94394927	7.52	37.62	0.585
104.11679381	40.07539020	9.21	24.08	1.117
104.14245997	1.16348742	7.54	32.10	0.690
104.14343386	28.96575498	9.21	42.63	0.408
104.15593603	-59.18436820	12.41	44.76	1.500
104.26929658	30.75703466	9.82	18.63	1.359
104.32338804	-35.50720085	6.33	43.20	0.465
104.39153761	-24.63105594	5.54	38.55	0.390
104.43938420	-52.64755477	7.01	36.52	0.477
104.44344997	22.89289613	7.75	42.12	0.558
104.44792505	-44.29109677	10.82	8.02	1.636
104.54883196	22.47564759	7.06	24.24	0.620
104.60840608	-12.99146886	9.27	22.31	1.162
104.65787366	51.86771829	8.20	39.02	0.679
104.69798197	26.08085056	6.31	47.39	0.520
104.87258084	-17.25512875	10.13	43.90	1.054
104.93081754	-29.70751071	7.90	47.04	0.533
104.99938315	-61.33682491	6.96	18.41	0.786
105.01139325	-31.22817287	8.58	39.31	0.737
105.04066623	-31.14177272	6.71	39.11	0.438
105.07543371	-5.36735720	6.41	28.07	0.572
105.12318748	-41.38033117	8.61	32.74	0.899
105.18324128	-12.10592968	12.00	35.40	1.779
105.26882084	-21.96479013	7.78	43.37	0.534
105.27659697	59.83325319	11.05	22.79	1.476
105.30669354	-25.94881574	6.85	14.62	0.882
105.30978043	15.91381522	10.29	36.58	1.140
105.39825472	6.92677437	8.30	28.29	0.863
105.40878559	48.37971973	8.13	20.42	0.986
105.61902437	79.16460184	8.44	47.89	0.627
105.62036200	-14.67631866	10.62	42.75	1.186
105.67931488	-6.79846402	8.49	18.70	1.078
105.87647681	29.33909345	6.06	19.09	0.595
105.88963281	71.75799381	7.26	36.52	0.521
105.89186280	39.67614253	9.71	46.95	1.023
105.90880452	17.85849513	10.47	34.07	1.655
105.95956909	-43.56229292	8.80	16.98	1.180
105.98916816	-43.60898397	5.70	16.25	0.624
105.99585067	-43.61228317	7.05	15.09	0.779
106.01723364	75.22815779	7.27	37.19	0.594
106.02447191	75.23115499	8.51	33.88	0.750
106.04362812	5.21292716	9.22	44.52	0.806
106.07408227	-10.50682727	11.25	15.39	1.535
106.10581565	68.28866968	11.99	15.28	1.527
106.42614918	27.47106422	10.25	24.02	1.340
106.55774072	-47.58683143	10.67	47.04	1.161
106.57025077	22.68367796	8.39	43.92	0.702
106.71734431	23.96946106	10.25	32.59	1.220
106.78875508	3.44808184	9.94	26.75	1.270
106.84499498	-21.45707442	11.14	17.23	1.440
106.96195688	67.20141656	11.23	17.70	1.499
